Philadelphia 76ers '2018,2018,NBA,30,11,0,22,19,0,Philadelphia,76ers
Minnesota Timberwolves '2018,2018,NBA,30,11,0,17,24,0,Minnesota,Timberwolves
Los Angeles Clippers '2018,2018,NBA,22,19,0,20,21,0,Los Angeles,Clippers
Charlotte Hornets '2018,2018,NBA,21,20,0,15,26,0,Charlotte,Hornets
Los Angeles Lakers '2018,2018,NBA,20,21,0,15,26,0,Los Angeles,Lakers
Oklahoma City Thunder '2018,2018,NBA,27,14,0,21,20,0,Oklahoma City,Thunder
Washington Wizards '2018,2018,NBA,23,18,0,20,21,0,Washington,Wizards
Brooklyn Nets '2018,2018,NBA,15,26,0,13,28,0,Brooklyn,Nets
Milwaukee Bucks '2018,2018,NBA,25,16,0,19,22,0,Milwaukee,Bucks
Portland Trail Blazers '2018,2018,NBA,28,13,0,21,20,0,Portland,Trail Blazers
Indiana Pacers '2018,2018,NBA,27,14,0,21,20,0,Indiana,Pacers
New York Knicks '2018,2018,NBA,19,22,0,10,31,0,New York,Knicks
Utah Jazz '2018,2018,NBA,28,13,0,20,21,0,Utah,Jazz
Boston Celtics '2018,2018,NBA,27,14,0,28,13,0,Boston,Celtics
Phoenix Suns '2018,2018,NBA,10,31,0,11,30,0,Phoenix,Suns
Detroit Pistons '2018,2018,NBA,25,16,0,14,27,0,Detroit,Pistons
Miami Heat '2018,2018,NBA,26,15,0,18,23,0,Miami,Heat
Orlando Magic '2018,2018,NBA,17,24,0,8,33,0,Orlando,Magic
Atlanta Hawks '2018,2018,NBA,16,25,0,8,33,0,Atlanta,Hawks
Chicago Bulls '2018,2018,NBA,17,24,0,10,31,0,Chicago,Bulls
San Antonio Spurs '2018,2018,NBA,33,8,0,14,27,0,San Antonio,Spurs
Dallas Mavericks '2018,2018,NBA,15,26,0,9,32,0,Dallas,Mavericks
Memphis Grizzlies '2018,2018,NBA,16,25,0,6,35,0,Memphis,Grizzlies
Sacramento Kings '2018,2018,NBA,14,27,0,13,28,0,Sacramento,Kings
Nashville Predators '2018,2018,NHL,28,9,4,25,9,7,Nashville,Predators
Winnipeg Jets '2018,2018,NHL,32,7,2,20,13,8,Winnipeg,Jets
Tampa Bay Lightning '2018,2018,NHL,29,10,2,25,13,3,Tampa Bay,Lightning
Boston Bruins '2018,2018,NHL,28,8,5,22,12,7,Boston,Bruins
Vegas Golden Knights '2018,2018,NHL,29,10,2,22,14,5,Vegas,Golden Knights
Toronto Maple Leafs '2018,2018,NHL,29,10,2,20,16,5,Toronto,Maple Leafs
Washington Capitals '2018,2018,NHL,28,11,2,21,15,5,Washington,Capitals
Anaheim Ducks '2018,2018,NHL,26,10,5,18,15,8,Anaheim,Ducks
Minnesota Wild '2018,2018,NHL,27,6,8,18,20,3,Minnesota,Wild
San Jose Sharks '2018,2018,NHL,25,13,3,20,14,7,San Jose,Sharks
Pittsburgh Penguins '2018,2018,NHL,30,9,2,17,20,4,Pittsburgh,Penguins
Los Angeles Kings '2018,2018,NHL,23,15,3,22,14,5,Los Angeles,Kings
Philadelphia Flyers '2018,2018,NHL,22,13,6,20,13,8,Philadelphia,Flyers
New Jersey Devils '2018,2018,NHL,23,14,4,21,15,5,New Jersey,Devils
Columbus Blue Jackets '2018,2018,NHL,26,12,3,19,18,4,Columbus,Blue Jackets
Florida Panthers '2018,2018,NHL,27,11,3,17,19,5,Florida,Panthers
Colorado Avalanche '2018,2018,NHL,28,11,2,15,19,7,Colorado,Avalanche
St. Louis Blues '2018,2018,NHL,24,17,0,20,15,6,St. Louis,Blues
Dallas Stars '2018,2018,NHL,26,12,3,16,20,5,Dallas,Stars
Calgary Flames '2018,2018,NHL,17,20,4,20,15,6,Calgary,Flames
Carolina Hurricanes '2018,2018,NHL,19,16,6,17,19,5,Carolina,Hurricanes
New York Islanders '2018,2018,NHL,19,18,4,16,19,6,New York,Islanders
Edmonton Oilers '2018,2018,NHL,19,18,4,17,22,2,Edmonton,Oilers
New York Rangers '2018,2018,NHL,21,16,4,13,23,5,New York,Rangers
Chicago Blackhawks '2018,2018,NHL,18,18,5,15,21,5,Chicago,Blackhawks
Vancouver Canucks '2018,2018,NHL,16,18,7,15,22,4,Vancouver,Canucks
Detroit Red Wings '2018,2018,NHL,16,16,9,14,23,4,Detroit,Red Wings
Montreal Canadiens '2018,2018,NHL,18,14,9,11,26,4,Montreal,Canadiens
Arizona Coyotes '2018,2018,NHL,16,21,4,13,20,8,Arizona,Coyotes
Ottawa Senators '2018,2018,NHL,16,19,6,12,24,5,Ottawa,Senators
Buffalo Sabres '2018,2018,NHL,11,25,5,14,20,7,Buffalo,Sabres
