Boston Red Sox '18,2018,MLB,57,24,0,51,30,0,Boston,Red Sox
Houston Astros '18,2018,MLB,46,35,0,57,24,0,Houston,Astros
New York Yankees '18,2018,MLB,53,28,0,47,34,0,New York,Yankees
Oakland Athletics '18,2018,MLB,50,31,0,47,34,0,Oakland,Athletics
Milwaukee Brewers '18,2018,MLB,51,30,0,45,37,0,Milwaukee,Brewers
Chicago Cubs '18,2018,MLB,51,31,0,44,37,0,Chicago,Cubs
Los Angeles Dodgers '18,2018,MLB,45,37,0,47,34,0,Los Angeles,Dodgers
Cleveland Indians '18,2018,MLB,49,32,0,42,39,0,Cleveland,Indians
Colorado Rockies '18,2018,MLB,47,34,0,44,38,0,Colorado,Rockies
Atlanta Braves '18,2018,MLB,43,38,0,47,34,0,Atlanta,Braves
Tampa Bay Rays '18,2018,MLB,51,30,0,39,42,0,Tampa Bay,Rays
Seattle Mariners '18,2018,MLB,45,36,0,44,37,0,Seattle,Mariners
St. Louis Cardinals '18,2018,MLB,43,38,0,45,36,0,St. Louis,Cardinals
Pittsburgh Pirates '18,2018,MLB,44,36,0,38,43,0,Pittsburgh,Pirates
Washington Nationals '18,2018,MLB,41,40,0,41,40,0,Washington,Nationals
Arizona Diamondbacks '18,2018,MLB,40,41,0,42,39,0,Arizona,Diamondbacks
Philadelphia Phillies '18,2018,MLB,49,32,0,31,50,0,Philadelphia,Phillies
Los Angeles Angels '18,2018,MLB,42,39,0,38,43,0,Los Angeles,Angels
Minnesota Twins '18,2018,MLB,49,32,0,29,52,0,Minnesota,Twins
New York Mets '18,2018,MLB,37,44,0,40,41,0,New York,Mets
Toronto Blue Jays '18,2018,MLB,40,41,0,33,48,0,Toronto,Blue Jays
San Francisco Giants '18,2018,MLB,42,39,0,31,50,0,San Francisco,Giants
Cincinnati Reds '18,2018,MLB,37,44,0,30,51,0,Cincinnati,Reds
Texas Rangers '18,2018,MLB,34,47,0,33,48,0,Texas,Rangers
San Diego Padres '18,2018,MLB,31,50,0,35,46,0,San Diego,Padres
Detroit Tigers '18,2018,MLB,38,43,0,26,55,0,Detroit,Tigers
Miami Marlins '18,2018,MLB,38,43,0,25,55,0,Miami,Marlins
Chicago White Sox '18,2018,MLB,30,51,0,32,49,0,Chicago,White Sox
Kansas City Royals '18,2018,MLB,32,49,0,26,55,0,Kansas City,Royals
Baltimore Orioles '18,2018,MLB,28,53,0,19,62,0,Baltimore,Orioles
Kansas City Chiefs '18,2018,NFL,7,1,0,5,3,0,Kansas City,Chiefs
Los Angeles Rams '18,2018,NFL,7,1,0,6,2,0,Los Angeles,Rams
New Orleans Saints '18,2018,NFL,6,2,0,7,1,0,New Orleans,Saints
New England Patriots '18,2018,NFL,8,0,0,3,5,0,New England,Patriots
Indianapolis Colts '18,2018,NFL,6,2,0,4,4,0,Indianapolis,Colts
Seattle Seahawks '18,2018,NFL,6,2,0,4,4,0,Seattle,Seahawks
Los Angeles Chargers '18,2018,NFL,5,3,0,7,1,0,Los Angeles,Chargers
Pittsburgh Steelers '18,2018,NFL,5,3,0,4,3,1,Pittsburgh,Steelers
Chicago Bears '18,2018,NFL,7,1,0,5,3,0,Chicago,Bears
Atlanta Falcons '18,2018,NFL,4,4,0,3,5,0,Atlanta,Falcons
Houston Texans '18,2018,NFL,6,2,0,5,3,0,Houston,Texans
Tampa Bay Buccaneers '18,2018,NFL,4,4,0,1,7,0,Tampa Bay,Buccaneers
Baltimore Ravens '18,2018,NFL,6,2,0,4,4,0,Baltimore,Ravens
Green Bay Packers '18,2018,NFL,5,2,1,1,7,0,Green Bay,Packers
Carolina Panthers '18,2018,NFL,5,3,0,2,6,0,Carolina,Panthers
New York Giants '18,2018,NFL,2,6,0,3,5,0,New York,Giants
Cincinnati Bengals '18,2018,NFL,4,4,0,2,6,0,Cincinnati,Bengals
Philadelphia Eagles '18,2018,NFL,5,3,0,4,4,0,Philadelphia,Eagles
Minnesota Vikings '18,2018,NFL,5,3,0,3,4,1,Minnesota,Vikings
Cleveland Browns '18,2018,NFL,5,2,1,2,6,0,Cleveland,Browns
San Francisco 49ers '18,2018,NFL,4,4,0,0,8,0,San Francisco,49ers
Dallas Cowboys '18,2018,NFL,7,1,0,3,5,0,Dallas,Cowboys
New York Jets '18,2018,NFL,2,6,0,2,6,0,New York,Jets
Denver Broncos '18,2018,NFL,3,5,0,3,5,0,Denver,Broncos
Detroit Lions '18,2018,NFL,3,5,0,3,5,0,Detroit,Lions
Miami Dolphins '18,2018,NFL,6,2,0,1,7,0,Miami,Dolphins
Tennessee Titans '18,2018,NFL,6,2,0,3,5,0,Tennessee,Titans
Oakland Raiders '18,2018,NFL,3,5,0,1,7,0,Oakland,Raiders
Washington Redskins '18,2018,NFL,3,5,0,4,4,0,Washington,Redskins
Buffalo Bills '18,2018,NFL,4,4,0,2,6,0,Buffalo,Bills
Jacksonville Jaguars '18,2018,NFL,3,5,0,2,6,0,Jacksonville,Jaguars
Arizona Cardinals '18,2018,NFL,1,7,0,2,6,0,Arizona,Cardinals
Golden State Warriors '2018,2018,NBA,29,12,0,29,12,0,Golden State,Warriors
Houston Rockets '2018,2018,NBA,34,7,0,31,10,0,Houston,Rockets
New Orleans Pelicans '2018,2018,NBA,24,17,0,24,17,0,New Orleans,Pelicans
Toronto Raptors '2018,2018,NBA,34,7,0,25,16,0,Toronto,Raptors
Cleveland Cavaliers '2018,2018,NBA,29,12,0,21,20,0,Cleveland,Cavaliers
Denver Nuggets '2018,2018,NBA,31,10,0,15,26,0,Denver,Nuggets
